"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA","HHDI","GROSSADJ","USD_CAP","A","2008",27013.5758255551,
"EA","HHDI","GROSSADJ","USD_CAP","A","2009",26829.6100943427,
"EA","HHDI","GROSSADJ","USD_CAP","A","2010",27550.5615224234,
"EA","HHDI","GROSSADJ","USD_CAP","A","2011",27964.6749218804,
"EA","HHDI","GROSSADJ","USD_CAP","A","2012",28327.8052591538,
"EA","HHDI","GROSSADJ","USD_CAP","A","2013",28709.2582392147,
"EA","HHDI","GROSSADJ","USD_CAP","A","2014",28827.7667310231,
"EA","HHDI","GROSSADJ","USD_CAP","A","2015",29440.8348717278,
"GRC","HHDI","GROSSADJ","USD_CAP","A","1995",13215.7899745271,
"GRC","HHDI","GROSSADJ","USD_CAP","A","1996",13480.7255202404,
"GRC","HHDI","GROSSADJ","USD_CAP","A","1997",13781.0728229155,
"GRC","HHDI","GROSSADJ","USD_CAP","A","1998",14157.4064415171,
"GRC","HHDI","GROSSADJ","USD_CAP","A","1999",14519.3600395052,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2000",15620.3851790716,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2001",17027.5817119,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2002",19201.6541659787,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2003",19669.0846507476,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2004",20755.0202058576,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2005",20359.7468120418,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2006",21989.0537626772,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2007",23097.0659562171,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2008",24848.9029187424,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2009",25036.5298583461,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2010",23181.3789483899,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2011",21209.9819385341,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2012",20319.7227809526,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2013",19812.8131657826,
"GRC","HHDI","GROSSADJ","USD_CAP","A","2014",19322.2756806126,
"PRT","HHDI","GROSSADJ","USD_CAP","A","1995",10941.1918532824,
"PRT","HHDI","GROSSADJ","USD_CAP","A","1996",11367.1147084246,
"PRT","HHDI","GROSSADJ","USD_CAP","A","1997",11827.1235541641,
"PRT","HHDI","GROSSADJ","USD_CAP","A","1998",12351.6577161276,
"PRT","HHDI","GROSSADJ","USD_CAP","A","1999",13261.0714604167,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2000",14503.9132111526,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2001",15120.1268794374,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2002",15987.4694145866,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2003",16127.136502543,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2004",16868.8899063468,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2005",18153.6879931115,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2006",18945.9621857593,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2007",19547.0588041677,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2008",20432.3205377019,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2009",20652.0575184238,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2010",21275.1645426078,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2011",20916.9778073354,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2012",21256.1256227545,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2013",21383.6241346144,
"PRT","HHDI","GROSSADJ","USD_CAP","A","2014",21402.7745631256,"E"
"PRT","HHDI","GROSSADJ","USD_CAP","A","2015",21760.535235134,"E"
"AUS","HHDI","GROSSADJ","USD_CAP","A","1970",3471.97375714901,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1971",3626.37761602011,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1972",3931.14797611088,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1973",4417.13268942774,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1974",4893.64910332656,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1975",5308.14868343486,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1976",5713.45900166104,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1977",6070.70193463026,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1978",6619.52407475415,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1979",7211.8318855612,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1980",8108.08195274198,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1981",9040.4550848431,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1982",9353.55072595911,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1983",10035.2718794721,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1984",10578.2298611574,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1985",11065.1819665223,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1986",11187.4267951037,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1987",11690.5002534565,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1988",12592.9725335213,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1989",13452.4134636093,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1990",13886.8484355732,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1991",14231.3253182145,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1992",14777.8246631086,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1993",15342.5493107651,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1994",16058.8536348342,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1995",16748.9129667988,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1996",17575.7840197704,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1997",18148.1676135797,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1998",18928.5558515403,
"AUS","HHDI","GROSSADJ","USD_CAP","A","1999",19733.6678286442,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2000",21367.9129903524,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2001",22452.5065553705,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2002",23338.513185535,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2003",24244.9826576005,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2004",25983.93935807,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2005",26305.9636839051,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2006",27312.7528685602,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2007",29300.9593940719,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2008",30653.6843020212,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2009",30647.3086383526,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2010",32123.4427538289,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2011",33668.4857853777,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2012",33753.0702576109,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2013",35474.3760865639,
"AUS","HHDI","GROSSADJ","USD_CAP","A","2014",35743.8673168294,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2003",6944.11651385563,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2004",7515.44928123273,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2005",8301.46418549802,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2006",9877.43609403507,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2007",10523.2519217793,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2008",11029.2979619231,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2009",11541.215983811,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2010",12121.4620435114,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2011",13687.0120847659,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2012",14985.704657634,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2013",15559.9803431763,
"CHL","HHDI","GROSSADJ","USD_CAP","A","2014",15690.2604674488,
"ITA","HHDI","GROSSADJ","USD_CAP","A","1995",17629.8907777946,
"ITA","HHDI","GROSSADJ","USD_CAP","A","1996",18111.6103963845,
"ITA","HHDI","GROSSADJ","USD_CAP","A","1997",18524.8420961347,
"ITA","HHDI","GROSSADJ","USD_CAP","A","1998",18967.3810800633,
"ITA","HHDI","GROSSADJ","USD_CAP","A","1999",19391.1850379392,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2000",20956.094846542,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2001",22631.8775607503,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2002",22583.3910252701,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2003",22805.8932426335,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2004",23188.1315380624,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2005",23522.1349544587,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2006",24766.9286633393,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2007",25908.6954519979,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2008",27206.7401273234,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2009",26443.4138270217,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2010",27239.8351922792,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2011",27324.8607201065,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2012",26826.7179662121,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2013",26712.3030674951,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2014",26411.0244191083,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2015",26836.3398171128,
"CAN","HHDI","GROSSADJ","USD_CAP","A","1993",17295.190529361,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1994",17489.2496473415,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1995",17844.7322800858,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1996",18043.821347137,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1997",18488.2393676478,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1998",19009.7118881471,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1999",19797.9727133566,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2000",20963.6501834536,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2001",21713.5077426855,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2002",22281.0754924551,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2003",22920.9771555509,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2004",24105.6175969013,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2005",25084.5049113438,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2006",26146.7323933524,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2007",27488.6346587306,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2008",28350.0077160599,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2009",28219.6030584402,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2010",29124.4770922673,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2011",29961.7246451615,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2012",30613.4724347394,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2013",31635.4072587684,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2014",31891.8929249255,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1995",10472.1758763126,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1996",11057.0742243248,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1997",11848.7167896819,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1998",12198.1231788749,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1999",12778.162115297,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2000",14076.1947229794,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2001",14832.4464349595,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2002",16115.6373947721,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2003",16025.3984689686,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2004",16899.604797607,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2005",17557.6887037284,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2006",18498.6315082583,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2007",19382.4725878472,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2008",20629.6716974756,"B"
"SVN","HHDI","GROSSADJ","USD_CAP","A","2009",19901.0257122421,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2010",20283.5605312141,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2011",20793.6029598487,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2012",20681.3493796009,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2013",20546.6372849314,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2014",20935.2173676636,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1995",19598.622226942,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1996",20136.2899150559,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1997",21012.0076626651,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1998",21694.2418331529,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1999",22231.7938016414,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2000",24033.7048939792,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2001",25086.5366613169,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2002",26382.0941136877,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2003",25772.5389025142,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2004",26614.9892216938,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2005",26871.0054901019,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2006",28312.9341116883,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2007",30621.2743397911,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2008",32243.1652358148,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2009",32610.4645250958,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2010",32827.7279660446,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2011",34130.4148868985,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2012",36646.8607487862,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2013",37944.1515709119,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2008",7612.74769881985,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2009",7734.12908144203,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2010",7836.7838236933,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2011",8357.12131310381,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2012",8647.08932042635,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2013",8912.82276409524,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2014",9051.71693196503,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1995",5790.87523647588,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1996",7179.10590499119,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1997",8071.16831433107,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1998",8505.15105472979,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1999",8259.51964525985,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2000",8821.69010540833,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2001",9680.11255455038,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2002",10683.7020886964,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2003",10535.5702184887,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2004",11079.9387612662,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2005",11935.1772102369,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2006",12798.4774502404,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2007",14712.5449323129,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2008",16271.4752828135,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2009",16641.9750834089,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2010",17891.9439756038,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2011",17980.6046203234,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2012",18504.3194819009,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2013",19489.6130662981,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2014",20362.5808634528,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1999",15399.9756285488,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2000",16833.3450760369,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2001",18378.6484726648,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2002",19560.3497031728,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2003",20459.7114257719,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2004",21673.2584118949,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2005",22902.6372883043,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2006",23708.1151373933,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2007",24918.7758692225,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2008",25390.2799606974,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2009",24941.9968405414,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2010",25031.8450917705,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2011",24234.0983809086,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2012",24481.120720152,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2013",23975.360770651,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2014",24058.3066526194,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2003",9319.68142990381,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2004",9815.73502988987,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2005",10339.3729812567,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2006",11347.2594879633,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2007",11779.5369103471,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2008",12441.3813653046,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2009",11490.5320367457,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2010",12228.4809336979,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2011",12843.327806452,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2012",13250.0681553539,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2013",13371.1213333612,
"POL","HHDI","GROSSADJ","USD_CAP","A","2000",9279.33538635318,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2001",9741.96741687202,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2002",10372.7100408214,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2003",10404.9857351972,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2004",10673.1371127728,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2005",10818.1003012686,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2006",11559.7453736027,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2007",12924.5142945417,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2008",13783.5263997598,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2009",14721.196932155,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2010",15814.5880618783,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2011",16510.0478050159,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2012",17608.2983797291,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2013",17963.7907517644,"E"
"POL","HHDI","GROSSADJ","USD_CAP","A","2014",18280.8837655084,"E"
"BEL","HHDI","GROSSADJ","USD_CAP","A","1995",17889.8117393186,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1996",18127.9298038637,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1997",18510.2310165019,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1998",18723.7985524485,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1999",19400.0648236721,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2000",21890.9192536504,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2001",22823.5601339166,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2002",24272.219390648,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2003",23752.5608907218,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2004",24455.339176089,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2005",24331.6564977041,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2006",25242.6260805282,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2007",25982.0396837685,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2008",27509.3758017425,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2009",27866.0459648792,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2010",28299.7938664574,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2011",29156.4269550471,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2012",30050.5470584413,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2013",30586.2144763184,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2014",30649.0470396187,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1995",14966.485348145,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1996",15272.7375182009,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1997",15321.8289614524,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1998",15807.4235709308,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1999",16916.1484909857,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2000",18801.9942657913,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2001",19921.8581773202,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2002",21501.5718861088,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2003",21680.478254844,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2004",22297.9544872189,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2005",22274.661839577,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2006",23617.3335130309,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2007",25477.2780952162,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2008",26979.8261583154,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2009",27161.801583823,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2010",27428.7468591725,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2011",28682.5826702716,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2012",30045.2076316936,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2013",29546.9461086533,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2014",29619.3745615661,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2015",30327.4318032117,
"ESP","HHDI","GROSSADJ","USD_CAP","A","1999",15104.5907280443,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2000",17150.355553267,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2001",18325.9568784544,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2002",20064.6337206563,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2003",20149.4466336538,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2004",20838.5864574389,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2005",21239.1405261321,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2006",22232.7494151396,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2007",22453.6891745451,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2008",23535.0825572436,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2009",23829.1251567249,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2010",23343.8967727238,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2011",23396.3798316259,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2012",22942.7467083241,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2013",23194.0924605254,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2014",23501.7951741706,
"EST","HHDI","GROSSADJ","USD_CAP","A","1995",5687.18756805289,
"EST","HHDI","GROSSADJ","USD_CAP","A","1996",5965.74594258647,
"EST","HHDI","GROSSADJ","USD_CAP","A","1997",6348.93015225359,
"EST","HHDI","GROSSADJ","USD_CAP","A","1998",6639.09582073058,
"EST","HHDI","GROSSADJ","USD_CAP","A","1999",6876.78166276082,
"EST","HHDI","GROSSADJ","USD_CAP","A","2000",7555.10683587612,
"EST","HHDI","GROSSADJ","USD_CAP","A","2001",7848.14674623992,
"EST","HHDI","GROSSADJ","USD_CAP","A","2002",8605.96942621866,
"EST","HHDI","GROSSADJ","USD_CAP","A","2003",9193.08338096428,
"EST","HHDI","GROSSADJ","USD_CAP","A","2004",10034.3313870529,
"EST","HHDI","GROSSADJ","USD_CAP","A","2005",10653.7835100959,
"EST","HHDI","GROSSADJ","USD_CAP","A","2006",11942.9900158945,
"EST","HHDI","GROSSADJ","USD_CAP","A","2007",13375.3093766046,
"EST","HHDI","GROSSADJ","USD_CAP","A","2008",15009.8732147161,
"EST","HHDI","GROSSADJ","USD_CAP","A","2009",14198.4271411854,
"EST","HHDI","GROSSADJ","USD_CAP","A","2010",14371.1465236279,
"EST","HHDI","GROSSADJ","USD_CAP","A","2011",15367.0753241774,
"EST","HHDI","GROSSADJ","USD_CAP","A","2012",16306.5029990942,
"EST","HHDI","GROSSADJ","USD_CAP","A","2013",17328.5112031776,
"EST","HHDI","GROSSADJ","USD_CAP","A","2014",17608.7987809751,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1978",5478.20846937822,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1979",6003.80178961595,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1980",6845.847799724,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1981",7614.05400721546,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1982",8054.73542684828,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1983",8516.03673957773,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1984",9088.27710476395,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1985",9590.94224919305,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1986",9973.4581250036,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1987",10314.6162962452,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1988",10728.20689797,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1989",11317.9153475964,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1990",11989.7635778629,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1991",12753.9959541484,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1992",13549.217784198,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1993",14307.9563239646,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1994",14845.3637352747,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1995",15471.190441076,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1996",16452.0168526626,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1997",17233.4344150192,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1998",18169.7262510033,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1999",18694.1884160779,
